字段1,字段2,字段3
"
          问
          交通事故保险抚养费赔偿标准是什么        ","交通事故保险抚养费赔偿标准是，按照受诉法院所在地上一年度城镇居民人均消费性支出和农村居民人均年生活消费支出标准计算，被扶养人为未成年人的，计算至十八周岁。在城乡统一赔付标准的地区，则统一按照城镇居民人均消费性支出进行计算。

《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十八条第一款规定，被扶养人生活费根据扶养人丧失劳动能力程度，按照受诉法院所在地上一年度城镇居民人均消费性支出和农村居民人均年生活消费支出标准计算。被扶养人为未成年人的，计算至十八周岁；被扶养人无劳动能力又无其他生活来源的，计算二十年。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。","
                  法律依据：
                  《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十八条

被扶养人生活费根据扶养人丧失劳动能力程度，按照受诉法院所在地上一年度城镇居民人均消费性支出和农村居民人均年生活消费支出标准计算。被扶养人为未成年人的，计算至十八周岁；被扶养人无劳动能力又无其他生活来源的，计算二十年。但六十周岁以上的，年龄每增加一岁减少一年；七十五周岁以上的，按五年计算。                "
"
          问
          隐瞒乙肝买保险满2年会给赔偿吗        ","隐瞒乙肝买保险满2年，保险公司是否赔付要根据《保险法》第十六条的规定和保险合同相关约定进行综合考虑，不能一概而论。

《保险法》第十六条规定订立保险合同，保险人就保险标的或者被保险人的有关情况提出询问的，投保人应当如实告知。投保人故意或者因重大过失未履行前款规定的如实告知义务，足以影响保险人决定是否同意承保或者提高保险费率的，保险人有权解除合同。前款规定的合同解除权，自保险人知道有解除事由之日起，超过三十日不行使而消灭。自合同成立之日起超过二年的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。投保人故意不履行如实告知义务的，保险人对于合同解除前发生的保险事故，不承担赔偿或者给付保险金的责任，并不退还保险费。投保人因重大过失未履行如实告知义务，对保险事故的发生有严重影响的，保险人对于合同解除前发生的保险事故，不承担赔偿或者给付保险金的责任，但应当退还保险费。保险人在合同订立时已经知道投保人未如实告知的情况的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。保险事故是指保险合同约定的保险责任范围内的事故。","
                  法律依据：
                  《保险法》第十六条

订立保险合同，保险人就保险标的或者被保险人的有关情况提出询问的，投保人应当如实告知。

投保人故意或者因重大过失未履行前款规定的如实告知义务，足以影响保险人决定是否同意承保或者提高保险费率的，保险人有权解除合同。

前款规定的合同解除权，自保险人知道有解除事由之日起，超过三十日不行使而消灭。自合同成立之日起超过二年的，保险人不得解除合同；发生保险事故的，保险人应当承担赔偿或者给付保险金的责任。

投保人故意不履行如实告知义务的，保险人对于合同解除前发生的保险事故，不承担赔偿或者给付保险金的责任，并不退还保险费。                "
"
          问
          工伤医疗费保险范围        ","工伤医疗费保险范围需要符合工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准，该标准由务院社会保险行政部门会同国务院卫生行政部门、食品药品监督管理部门等部门规定。

《工伤保险条例》第三十条第一、第二、三款规定，职工治疗工伤应当在签订服务协议的医疗机构就医，情况紧急时可以先到就近的医疗机构就诊。

治疗工伤所需费用符合工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准的，从工伤保险基金支付。工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准，由国务院社会保险行政部门会同国务院卫生行政部门、食品药品监督管理部门等部门规定。","
                  法律依据：
                  工伤保险条例第三十条

职工因工作遭受事故伤害或者患职业病进行治疗，享受工伤医疗待遇。

职工治疗工伤应当在签订服务协议的医疗机构就医，情况紧急时可以先到就近的医疗机构急救。

治疗工伤所需费用符合工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准的，从工伤保险基金支付。工伤保险诊疗项目目录、工伤保险药品目录、工伤保险住院服务标准，由国务院社会保险行政部门会同国务院卫生行政部门、食品药品监督管理部门等部门规定。                "
"
          问
          发生交通事故保险公司不赔的情况有哪些        ","发生交通事故保险公司不赔的情况有：

1、车辆没有年检；

2、酒后、吸毒、药物麻醉所致车辆损毁和第三者责任；

3、无证驾车或超出准驾车型；

4、发生事故，未报保险公司备案等等。

《保险法》第二十一条规定，投保人、被保险人或者受益人知道保险事故发生后，应当及时通知保险人。

故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，保险人对无法确定的部分，不承担赔偿或者给付保险金的责任，但保险人通过其他途径已经及时知道或者应当及时知道保险事故发生的除外。","
                  法律依据：
                  《保险法》第二十一条

投保人、被保险人或者受益人知道保险事故发生后，应当及时通知保险人。

故意或者因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，保险人对无法确定的部分，不承担赔偿或者给付保险金的责任，但保险人通过其他途径已经及时知道或者应当及时知道保险事故发生的除外。                "
"
          问
          不在现场肇事逃逸保险会赔偿吗        ","肇事逃逸的，保险公司在交强险限额内可以赔付，但机动车商业保险是否赔付则应当根据保险合同约定或保险法的相关规定来确定。

《机动车交通事故责任强制保险条例》第二十二条规定，有下列情形之一的，保险公司在机动车交通事故责任强制保险责任限额范围内垫付抢救费用，并有权向致害人追偿：

（一）驾驶人未取得驾驶资格或者醉酒的；

（二）被保险机动车被盗抢期间肇事的；

（三）被保险人故意制造道路交通事故的。

有前款所列情形之一，发生道路交通事故的，造成受害人的财产损失，保险公司不承担赔偿责任。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十一条

被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人人身伤亡、财产损失的，由保险公司依法在机动车交通事故责任强制保险责任限额范围内予以赔偿。

道路交通事故的损失是由受害人故意造成的，保险公司不予赔偿。                "
"
          问
          车被高空坠物砸了保险公司有责任吗        ","车被高空坠物砸了，如果车辆在保险公司投保了机动车损失保险，可以向保险公司申请保险理赔。

中国保险行业协会机动车商业保险示范条款（2020版）第一章第六条规定保险期间内，被保险人或被保险机动车驾驶人在使用被保险机动车过程中，因自然灾害、意外事故造成被保险机动车直接损失，且不属于免除保险人责任的范围，保险人依照本保险合同的约定负责赔偿。","
                  法律依据：
                  《民法典》第一千一百六十五条

行为人因过错侵害他人民事权益造成损害的，应当承担侵权责任。

依照法律规定推定行为人有过错，其不能证明自己没有过错的，应当承担侵权责任。                "
"
          问
          给老公买保险离婚后赔偿金给谁        ","给老公买保险，若指定自己为受益人，离婚后视为未指定受益人。《保险法司法解释三》第九条规定投保人指定受益人未经被保险人同意的，人民法院应认定指定行为无效。

当事人对保险合同约定的受益人存在争议，除投保人、被保险人在保险合同之外另有约定外，按照以下情形分别处理：

(一)受益人约定为“法定”或者“法定继承人”的，以继承法规定的法定继承人为受益人;

(二)受益人仅约定为身份关系，投保人与被保险人为同一主体的，根据保险事故发生时与被保险人的身份关系确定受益人;投保人与被保险人为不同主体的，根据保险合同成立时与被保险人的身份关系确定受益人;

(三)受益人的约定包括姓名和身份关系，保险事故发生时身份关系发生变化的，认定为未指定受益人。","
                  法律依据：
                  《民法典》第一千零六十二条

夫妻在婚姻关系存续期间所得的下列财产，为夫妻的共同财产，归夫妻共同所有：

（一）工资、奖金、劳务报酬；

（二）生产、经营、投资的收益；

（三）知识产权的收益；

（四）继承或者受赠的财产，但是本法第一千零六十三条第三项规定的除外；

（五）其他应当归共同所有的财产。

夫妻对共同财产，有平等的处理权。                "
"
          问
          肇事逃逸自首保险怎么理赔        ","肇事逃逸自首后，在交强险范围内，保险公司会承担赔偿责任，超过交强险限额的，保险公司不理赔。

《民法典》第一千二百一十六条机动车驾驶人发生交通事故后逃逸，该机动车参加强制保险的，由保险人在机动车强制保险责任限额范围内予以赔偿；","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十一条

被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人人身伤亡、财产损失的，由保险公司依法在机动车交通事故责任强制保险责任限额范围内予以赔偿。

道路交通事故的损失是由受害人故意造成的，保险公司不予赔偿。                "
"
          问
          医疗保险一般交多少年可以终身享受        ","医疗保险一般交多少年可以终身享受，没有统一规定，各个省份地区的都会有所不同。一般男性缴纳二十五年，女性缴纳二十年。有的地方时间长一点，需要缴纳三十年。而有的地方可能短一些，只需要缴纳十五年。

《社会保险法》第二十七条规定，参加职工基本医疗保险的个人，达到法定退休年龄时累计缴费达到国家规定年限的，退休后不再缴纳基本医疗保险费，按照国家规定享受基本医疗保险待遇；未达到国家规定年限的，可以缴费至国家规定年限。","
                  法律依据：
                  《社会保险法》第二十七条

参加职工基本医疗保险的个人，达到法定退休年龄时累计缴费达到国家规定年限的，退休后不再缴纳基本医疗保险费，按照国家规定享受基本医疗保险待遇；
未达到国家规定年限的，可以缴费至国家规定年限。                "
"
          问
          交通保险理赔误工费标准是怎样的        ","交通保险理赔误工费以误工时间和收入状况来确定。

根据《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条规定，误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。

受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相似行业上一年度职工的平均工资计算。","
                  法律依据：
                  《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条

误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。

受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。                "
"
          问
          被逮捕基本养老保险还需要缴纳吗        ","被批准逮捕不等同于确定为犯罪，在没有解除劳动合同关系的情况下，用人单位仍然需要为职工缴纳基本养老保险。

《刑法》第三条规定，法律明文规定为犯罪行为的，依照法律定罪处刑；法律没有明文规定为犯罪行为的，不得定罪处刑。

《刑事诉讼法》第十二条规定法院定罪原则，即未经人民法院依法判决，对任何人都不得确定有罪。

《社会保险法》第十条第一款规定，职工应当参加基本养老保险，由用人单位和职工共同缴纳基本养老保险费。","
                  法律依据：
                  《刑法》第三条

法律明文规定为犯罪行为的，依照法律定罪处刑；法律没有明文规定为犯罪行为的，不得定罪处刑。

《社会保险法》第十条

职工应当参加基本养老保险，由用人单位和职工共同缴纳基本养老保险费。

无雇工的个体工商户、未在用人单位参加基本养老保险的非全日制从业人员以及其他灵活就业人员可以参加基本养老保险，由个人缴纳基本养老保险费。

公务员和参照公务员法管理的工作人员养老保险的办法由国务院规定。                "
"
          问
          发生汽车追尾保险理赔多少        ","汽车追尾保险理赔的多少需要考虑多方面的因素，不能一概而论。需要考虑：

1、实际损失程度；

2、当事人的责任大小，责任大就赔得多；

《机动车交通事故责任强制保险条例》第二十一条规定，被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人人身伤亡、财产损失的，由保险公司依法在机动车交通事故责任强制保险责任限额范围内予以赔偿。

道路交通事故的损失是由受害人故意造成的，保险公司不予赔偿。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十一条

被保险机动车发生道路交通事故造成本车人员、被保险人以外的受害人人身伤亡、财产损失的，由保险公司依法在机动车交通事故责任强制保险责任限额范围内予以赔偿。

道路交通事故的损失是由受害人故意造成的，保险公司不予赔偿。                "
"
          问
          汽车买保险需要什么证件        ","汽车买保险需要身份证、驾驶证、行驶证等证件。

《机动车交通事故责任强制保险条例》第十一条规定，投保人投保时，应当向保险公司如实告知重要事项。重要事项包括机动车的种类、厂牌型号、识别代码、牌照号码、使用性质和机动车所有人或者管理人的姓名（名称）、性别、年龄、住所、身份证或者驾驶证号码（组织机构代码）、续保前该机动车发生事故的情况以及国务院保险监督管理机构规定的其他事项。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第十一条

投保人投保时，应当向保险公司如实告知重要事项。重要事项包括机动车的种类、厂牌型号、识别代码、牌照号码、使用性质和机动车所有人或者管理人的姓名（名称）、性别、年龄、住所、身份证或者驾驶证号码（组织机构代码）、续保前该机动车发生事故的情况以及国务院保险监督管理机构规定的其他事项。                "
"
          问
          骗取工伤保险的处罚是什么        ","骗取工伤保险的处罚是，由骗取所在地的社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，可能被追究刑事责任。

《工伤保险条例》第六十条规定，用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，依法追究刑事责任。","
                  法律依据：
                  《工伤保险条例》第六十条

用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；
情节严重，构成犯罪的，依法追究刑事责任。                "
"
          问
          什么时候承担工伤保险待遇连带责任        ","如果用人单位对派遣劳动者的工伤事故存在过错，承担工伤保险待遇连带责任。职工因工作遭受事故伤害或者患职业病需要暂停工作接受医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

《工伤保险条例》第三十三条第一、三款规定，职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。","
                  法律依据：
                  《工伤保险条例》第三十三条

职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。工伤职工评定伤残等级后，停发原待遇，按照本章的有关规定享受伤残待遇。工伤职工在停工留薪期满后仍需治疗的，继续享受工伤医疗待遇。

生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。                "
"
          问
          交通事故中误工费保险公司是如何计算的        ","交通事故中误工费保险公司是根据受害人的误工时间和收入状况进行计算的，受害人无固定收入的，按照其最近三年的平均收入计算；受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。

《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条第一、二款规定，误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。","
                  法律依据：
                  最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释第二十条

误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；
受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。                "
"
          问
          伪造工伤保险待遇有什么处罚        ","伪造工伤保险待遇的处罚有由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，有可能被追究刑事责任。

《工伤保险条例》第六十条规定，用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，依法追究刑事责任。","
                  法律依据：
                  《工伤保险条例》第六十条

用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，依法追究刑事责任。                "
"
          问
          车祸处理人伤什么时候去保险公司        ","车祸处理人伤结案以后再去保险公司，保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人。

《机动车交通事故责任强制保险条例》第二十九条规定，保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十九条

保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。                "
"
          问
          车追尾保险误工费是否需要赔偿        ","车追尾保险误工费需要理赔，误工费是指赔偿义务人应当向赔偿权利人支付的受害人从遭受伤害到完全治愈这一期间（误工时间）内，因无法从事正常工作而实际减少的收入。

《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十条第一、二款规定，误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。","
                  法律依据：
                  最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释第二十条

误工费根据受害人的误工时间和收入状况确定。

误工时间根据受害人接受治疗的医疗机构出具的证明确定。受害人因伤致残持续误工的，误工时间可以计算至定残日前一天。

受害人有固定收入的，误工费按照实际减少的收入计算。受害人无固定收入的，按照其最近三年的平均收入计算；
受害人不能举证证明其最近三年的平均收入状况的，可以参照受诉法院所在地相同或者相近行业上一年度职工的平均工资计算。                "
"
          问
          公司签订劳动合同未交保险是否违法        ","公司签订劳动合同未交给职工缴纳社会保险费是违法的。

《社会保险法》第五十八条规定，用人单位应当自用工之日起三十日内为其职工向社会保险经办机构申请办理社会保险登记。未办理社会保险登记的，由社会保险经办机构核定其应当缴纳的社会保险费。

自愿参加社会保险的无雇工的个体工商户、未在用人单位参加社会保险的非全日制从业人员以及其他灵活就业人员，应当向社会保险经办机构申请办理社会保险登记。

国家建立全国统一的个人社会保障号码。个人社会保障号码为公民身份号码。","
                  法律依据：
                  《社会保险法》第五十八条

用人单位应当自用工之日起三十日内为其职工向社会保险经办机构申请办理社会保险登记。未办理社会保险登记的，由社会保险经办机构核定其应当缴纳的社会保险费。

自愿参加社会保险的无雇工的个体工商户、未在用人单位参加社会保险的非全日制从业人员以及其他灵活就业人员，应当向社会保险经办机构申请办理社会保险登记。

国家建立全国统一的个人社会保障号码。个人社会保障号码为公民身份号码。                "
"
          问
          骗取工伤保险待遇的主体会受到什么处罚        ","骗取工伤保险待遇的主体会受到的处罚是，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，追究刑事责任。

《工伤保险条例》第六十条规定，用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，追究其刑事责任。","
                  法律依据：
                  《工伤保险条例》第六十条

用人单位、工伤职工或者其近亲属骗取工伤保险待遇，医疗机构、辅助器具配置机构骗取工伤保险基金支出的，由社会保险行政部门责令退还，处骗取金额2倍以上5倍以下的罚款；情节严重，构成犯罪的，依法追究刑事责任。                "
"
          问
          商业保险交通事故理赔的程序是什么        ","商业保险交通事故理赔的程序是：

1、被保险人或者受害人通知保险公司；

2、保险公司给予答复，告知被保险人或者受害人具体的赔偿程序等有关事项；

3、当事人提交相关资料，保险公司做出核定，并将结果通知被保险人。

根据2021年实施的《中华人民共和国民法典》第一千二百一十三条规定，机动车发生交通事故造成损害，属于该机动车一方责任的，先由承保机动车强制保险的保险人在强制保险责任限额范围内予以赔偿；不足部分，由承保机动车商业保险的保险人按照保险合同的约定予以赔偿；仍然不足或者没有投保机动车商业保险的，由侵权人赔偿。","
                  法律依据：
                  《中华人民共和国民法典》第一千二百一十三条

机动车发生交通事故造成损害，属于该机动车一方责任的，先由承保机动车强制保险的保险人在强制保险责任限额范围内予以赔偿；
不足部分，由承保机动车商业保险的保险人按照保险合同的约定予以赔偿；
仍然不足或者没有投保机动车商业保险的，由侵权人赔偿。                "
"
          问
          工伤保险办理条件有什么        ","工伤保险办理条件有：根据《工伤保险条例》第十四条的规定，职工有下列情形之一的，应当认定为工伤：

（一）在工作时间和工作场所内，因工作原因受到事故伤害的；

（二）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；

（三）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；

（四）患职业病的；

（五）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；

（六）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；

（七）法律、行政法规规定应当认定为工伤的其他情形。","
                  法律依据：
                  《工伤保险条例》第十四条

职工有下列情形之一的，应当认定为工伤：


（一）在工作时间和工作场所内，因工作原因受到事故伤害的；


（二）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；


（三）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；


（四）患职业病的；


（五）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；


（六）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；


（七）法律、行政法规规定应当认定为工伤的其他情形。                "
"
          问
          公司的小股东如何让公司回购自己股权        ","公司的小股东让公司回购自己股权，需要满足《公司法》第七十四条第一款的情形且对该项决议持反对票。

《公司法》第七十四条第一款规定，有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：

（一）公司连续五年不向股东分配利润，而公司该五年内连续盈利，并且符合本法的分配利润条件的；

（二）公司合并、分立、转让主要财产的；

（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。","
                  法律依据：
                  《公司法》第七十四条第一款

有下列情形之一的，对股东会该项决议投反对票的股东可以请求公司按照合理的价格收购其股权：

（一）公司连续五年不向股东分配利润，而公司该五年连续盈利，并且符合本法规定的分配利润条件的；

（二）公司合并、分立、转让主要财产的；

（三）公司章程规定的营业期限届满或者章程规定的其他解散事由出现，股东会会议通过决议修改章程使公司存续的。                "
"
          问
          单位应该怎么申报工伤保险        ","单位应该自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。

《工伤认定办法》第四条第一款规定，职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。","
                  法律依据：
                  《工伤认定办法》第四条

职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。

按照前款规定应当向省级社会保险行政部门提出工伤认定申请的，根据属地原则应当向用人单位所在地设区的市级社会保险行政部门提出。                "
"
          问
          保险赔偿金离婚不分吗        ","保险赔偿金离婚不一定不分，如果缴纳保险的保险费是夫妻共同财产里面支出的，那么离婚时候可以分割该财产。夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。

根据2021年实施的《民法典》第一千零八十七条规定，离婚时，夫妻的共同财产由双方协议处理；协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。","
                  法律依据：
                  《民法典》第一千零八十七条

离婚时，夫妻的共同财产由双方协议处理；
协议不成的，由人民法院根据财产的具体情况，按照照顾子女、女方和无过错方权益的原则判决。                "
"
          问
          工伤保险待遇工资标准如何确定        ","工伤保险待遇工资标准根据职工的具体工资进行确定，职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

《工伤保险条例》第三十三条规定，职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。","
                  法律依据：
                  《工伤保险条例》第三十三条

职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由所在单位按月支付。

停工留薪期一般不超过12个月。伤情严重或者情况特殊，经设区的市级劳动能力鉴定委员会确认，可以适当延长，但延长不得超过12个月。工伤职工评定伤残等级后，停发原待遇，按照本章的有关规定享受伤残待遇。工伤职工在停工留薪期满后仍需治疗的，继续享受工伤医疗待遇。

生活不能自理的工伤职工在停工留薪期需要护理的，由所在单位负责。                "
"
          问
          保险车船税按年交费吗        ","保险车船税是按年交费，并且一般由投保交强险的保险公司进行代扣代缴。

《车船税法》第六条规定，从事机动车第三者责任强制保险业务的保险机构为机动车车船税的扣缴义务人，应当在收取保险费时依法代收车船税，并出具代收税款凭证。

第七条规定，车船税的纳税地点为车船的登记地或者车船税扣缴义务人所在地。依法不需要办理登记的车船，车船税的纳税地点为车船的所有人或者管理人所在地。

第九条规定，车船税按年申报缴纳。具体申报纳税期限由省、自治区、直辖市人民政府规定。","
                  法律依据：
                  《车船税法》第六条

从事机动车第三者责任强制保险业务的保险机构为机动车车船税的扣缴义务人，应当在收取保险费时依法代收车船税，并出具代收税款凭证。

《车船税法》第七条

车船税的纳税地点为车船的登记地或者车船税扣缴义务人所在地。依法不需要办理登记的车船，车船税的纳税地点为车船的所有人或者管理人所在地。

《车船税法》第九条

车船税按年申报缴纳。具体申报纳税期限由省、自治区、直辖市人民政府规定。                "
"
          问
          不享受工伤保险待遇的情形有哪些        ","不享受工伤保险待遇的情形包括丧失享受待遇条件、拒不接受劳动能力鉴定、拒绝治疗的。职工因工作遭受事故伤害或者患职业病需要暂停工作接受工伤医疗的，在停工留薪期内，原工资福利待遇不变，由用人单位按月支付。

根据《工伤保险条例》第四十二条的规定，工伤职工有下列情形之一的，停止享受工伤保险待遇：

（一）丧失享受待遇条件的；

（二）拒不接受劳动能力鉴定的；

（三）拒绝治疗的。","
                  法律依据：
                  工伤保险条例第四十二条

工伤职工有下列情形之一的，停止享受工伤保险待遇：


（一）丧失享受待遇条件的；


（二）拒不接受劳动能力鉴定的；


（三）拒绝治疗的。                "
"
          问
          交通事故保险理赔的材料有哪些        ","交通事故保险理赔的材料包括交强险的保险单、被保险人出具的索赔申请书、被保险人和受害人的有效身份证明、被保险机动车行驶证和驾驶人的驾驶证、公安机关交通管理部门出具的事故证明。

《机动车交通事故责任强制保险条例》第二十九条规定，保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。","
                  法律依据：
                  《机动车交通事故责任强制保险条例》第二十九条

保险公司应当自收到被保险人提供的证明和资料之日起5日内，对是否属于保险责任作出核定，并将结果通知被保险人；对不属于保险责任的，应当书面说明理由；对属于保险责任的，在与被保险人达成赔偿保险金的协议后10日内，赔偿保险金。                "
