字段1,字段2,字段3
"
          问
          企业成立时出资就是公司的股东吗        ","企业成立时出资并不代表就成为了公司的股东。在履行出资义务，并获得出资证明书，最后记载于股东名册后，才能成为公司的股东。

根据《公司法》第二十八条第一款的规定，股东应当按期足额缴纳公司章程中规定的各自所认缴的出资额。股东以货币出资的，应当将货币出资足额存入有限责任公司在银行开设的账户；以非货币财产出资的，应当依法办理其财产权的转移手续。

第三十一条第一款规定，有限责任公司成立后，应当向股东签发出资证明书。","
                  法律依据：
                  《公司法》第二十八条第一款

股东应当按期足额缴纳公司章程中规定的各自所认缴的出资额。股东以货币出资的，应当将货币出资足额存入有限责任公司在银行开设的账户；以非货币财产出资的，应当依法办理其财产权的转移手续。

《公司法》第三十一条第一款

有限责任公司成立后，应当向股东签发出资证明书。                "
"
          问
          股份有限公司法定代表人怎么确定        ","股份有限公司法定代表人一般通过股东大会的决议确定。

根据《公司法》第十三条的规定，公司法定代表人依照公司章程的规定，由董事长、执行董事或者经理担任，并依法登记。公司法定代表人变更，应当办理变更登记。

根据2021年生效的《民法典》第六十一条的规定，依照法律或者法人章程的规定，代表法人从事民事活动的负责人，为法人的法定代表人。

法定代表人以法人名义从事的民事活动，其法律后果由法人承受。

法人章程或者法人权力机构对法定代表人代表权的限制，不得对抗善意相对人。","
                  法律依据：
                  《公司法》第十三条

公司法定代表人依照公司章程的规定，由董事长、执行董事或者经理担任，并依法登记。公司法定代表人变更，应当办理变更登记。

《民法典》第六十一条

依照法律或者法人章程的规定，代表法人从事民事活动的负责人，为法人的法定代表人。

法定代表人以法人名义从事的民事活动，其法律后果由法人承受。

法人章程或者法人权力机构对法定代表人代表权的限制，不得对抗善意相对人。                "
"
          问
          现在注册公司的资金有哪些条件        ","现在注册公司的资金的条件如下：

1、采用注册资金认缴制，自主约定认缴出资额、出资方式、出资期限等；

2、注册资金应当与实有资金相一致；

3、外商投资企业的注册资本与投资总额的比例，应当符合国家有关规定。

《中华人民共和国企业法人登记管理条例施行细则》第二十六条规定，注册资金数额是企业法人经营管理的财产或者企业法人所有的财产的货币表现。除国家另有规定外，企业的注册资金应当与实有资金相一致。

企业法人的注册资金的来源包括财政部门或者设立企业的单位的拨款、投资。","
                  法律依据：
                  《中华人民共和国企业法人登记管理条例施行细则》第二十六条

注册资金数额是企业法人经营管理的财产或者企业法人所有的财产的货币表现。除国家另有规定外，企业的注册资金应当与实有资金相一致。

企业法人的注册资金的来源包括财政部门或者设立企业的单位的拨款、投资。                "
"
          问
          公司违法股东有责任吗        ","公司违法，在通常情况下，股东没有责任。但是如果股东滥用公司法人独立地位和股东权利逃避债务，那么需要担责。

根据《公司法》第二十条的规定，公司股东应当遵守法律、行政法规和公司章程，依法行使股东权利，不得滥用股东权利损害公司或者其他股东的利益；不得滥用公司法人独立地位和股东有限责任损害公司债权人的利益。

公司股东滥用股东权利给公司或者其他股东造成损失的，应当依法承担赔偿责任。

公司股东滥用公司法人独立地位和股东有限责任，逃避债务，严重损害公司债权人利益的，应当对公司债务承担连带责任。","
                  法律依据：
                  中华人民共和国公司法第二十条

公司股东应当遵守法律、行政法规和公司章程，依法行使股东权利，不得滥用股东权利损害公司或者其他股东的利益；
不得滥用公司法人独立地位和股东有限责任损害公司债权人的利益。

公司股东滥用股东权利给公司或者其他股东造成损失的，应当依法承担赔偿责任。

公司股东滥用公司法人独立地位和股东有限责任，逃避债务，严重损害公司债权人利益的，应当对公司债务承担连带责任。                "
"
          问
          有限公司自行清算的具体程序都有哪些        ","有限公司自行清算的具体程序如下：

1、股东组成清算组；

2、在报纸上进行公告，通知债权人；

3、登记债权人申报的债权；

4、编制资产负债表等材料；

5、确定清算方案、执行方案；

6、清算结束后，注销登记。

《公司法》第一百八十三条第二款规定，有限责任公司的清算组由股东组成，股份有限公司的清算组由董事或者股东大会确定的人员组成。逾期不成立清算组进行清算的，债权人可以申请人民法院指定有关人员组成清算组进行清算。

第一百八十八条规定，公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。","
                  法律依据：
                  《公司法》第一百八十三条第二款

有限责任公司的清算组由股东组成，股份有限公司的清算组由董事或者股东大会确定的人员组成。逾期不成立清算组进行清算的，债权人可以申请人民法院指定有关人员组成清算组进行清算。

《公司法》第一百八十八条

公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。                "
"
          问
          个人独资企业转让的程序        ","个人独资企业转让的程序如下：

1、签订转让协议；

2、到工商局申请办理变更登记；

3、填写变更登记申请书；

4、提交转让协议、受让人身份证明等相关材料。

根据《公司法》第五十七条的规定，一人有限责任公司的设立和组织机构，适用本节规定；本节没有规定的，适用本章第一节、第二节的规定。

本法所称一人有限责任公司，是指只有一个自然人股东或者一个法人股东的有限责任公司。","
                  法律依据：
                  《公司法》第五十七条

一人有限责任公司的设立和组织机构，适用本节规定；本节没有规定的，适用本章第一节、第二节的规定。

本法所称一人有限责任公司，是指只有一个自然人股东或者一个法人股东的有限责任公司。                "
"
          问
          股东股权转让包括哪些权利的转让        ","股东进行股权转让，所转让的权利包括：

1、请求分红权：

2、发给股权证明或其他证明文件的请求权；

3、股东会议的召集权、表决权；

4、知情权和查阅权；

5、股权优先认购权；

6、股东的权利损害的救济权。

《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；
不购买的，视为同意转让。                "
"
          问
          注册一人有限责任公司要带什么材料        ","注册一人有限责任公司要带的资料有：

1、一人股东的身份证明；

2、公司章程；

3、公司名称、组织机构、住所的证明文件；

4、股东名册以及一人股东的出资证明。

《中华人民共和国公司法》第二十三条规定，设立有限责任公司，应具备下列条件：

（一）股东符合法定人数；

（二）有符合公司章程规定的全体股东认缴的出资额；

（三）股东共同制定公司章程；

（四）有公司名称，建立符合有限责任公司要求的组织机构；

（五）有公司住所。

第五十九条规定，一人有限责任公司应当在公司登记中注明自然人独资或者法人独资，并在公司营业执照中载明。","
                  法律依据：
                  《中华人民共和国公司法》第二十三条

设立有限责任公司，应当具备下列条件：


（一）股东符合法定人数；


（二）有符合公司章程规定的全体股东认缴的出资额；


（三）股东共同制定公司章程；


（四）有公司名称，建立符合有限责任公司要求的组织机构；


（五）有公司住所。

《中华人民共和国公司法》第五十九条

一人有限责任公司应当在公司登记中注明自然人独资或者法人独资，并在公司营业执照中载明。                "
"
          问
          合伙企业营业执照到期法律后果主要有哪些        ","合伙企业营业执照到期法律后果主要有：

1、需要支付清算费用和各项税费；

2、需要办理注销登记；

3、注销后合伙企业就终止；

4、无证经营的会被处以行政处罚。

《中华人民共和国合伙企业法》第八十九条规定，合伙企业财产在支付清算费用和职工工资、社会保险费用、法定补偿金以及缴纳所欠税款、清偿债务后的剩余财产，依照本法第三十三条第一款的规定进行分配。

第九十条规定，清算结束，清算人应当编制清算报告，经全体合伙人签名、盖章后，在十五日内向企业登记机关报送清算报告，申请办理合伙企业注销登记。","
                  法律依据：
                  《中华人民共和国合伙企业法》第八十九条

合伙企业财产在支付清算费用和职工工资、社会保险费用、法定补偿金以及缴纳所欠税款、清偿债务后的剩余财产，依照本法第三十三条第一款的规定进行分配。

第九十条

清算结束，清算人应当编制清算报告，经全体合伙人签名、盖章后，在十五日内向企业登记机关报送清算报告，申请办理合伙企业注销登记。                "
"
          问
          如果公司倒闭怎么赔偿员工        ","如果公司倒闭的，对员工的经济补偿为员工的工作时间每满一年的，公司需给予员工一个月的工资补偿；六个月以上不满一年的，按一年计算；不满六个月的，补偿费用是员工半个月的月工资。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  《中华人民共和国劳动合同法》第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；
不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          有限合伙人债务怎么承担        ","有限合伙人债务的承担是，以本人认缴的出资额为限对公司债务承担有限责任。如果有限合伙人清偿的债务超出本人应承担的份额的，可以向其他合伙人追偿。

《中华人民共和国合伙企业法》第二条规定，普通合伙企业由普通合伙人组成，合伙人对合伙企业债务承担无限连带责任。本法对普通合伙人承担责任的形式有特别规定的，从其规定。

有限合伙企业由普通合伙人和有限合伙人组成，普通合伙人对合伙企业债务承担无限连带责任，有限合伙人以其认缴的出资额为限对合伙企业债务承担责任。","
                  法律依据：
                  《中华人民共和国合伙企业法》第二条

普通合伙企业由普通合伙人组成，合伙人对合伙企业债务承担无限连带责任。本法对普通合伙人承担责任的形式有特别规定的，从其规定。

有限合伙企业由普通合伙人和有限合伙人组成，普通合伙人对合伙企业债务承担无限连带责任，有限合伙人以其认缴的出资额为限对合伙企业债务承担责任。                "
"
          问
          什么样的公司可以申请破产        ","根据《企业破产法》第二条的规定，不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的公司可以申请破产。

《企业破产法》第七条规定，债务人有本法第二条规定的情形，可以向人民法院提出重整、和解或者破产清算申请。

债务人不能清偿到期债务，债权人可以向人民法院提出对债务人进行重整或者破产清算的申请。

企业法人已解散但未清算或者未清算完毕，资产不足以清偿债务的，依法负有清算责任的人应当向人民法院申请破产清算。","
                  法律依据：
                  中华人民共和国企业破产法第二条

企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。

企业法人有前款规定情形，或者有明显丧失清偿能力可能的，可以依照本法规定进行重整。

中华人民共和国企业破产法第七条

债务人有本法第二条规定的情形，可以向人民法院提出重整、和解或者破产清算申请。

债务人不能清偿到期债务，债权人可以向人民法院提出对债务人进行重整或者破产清算的申请。                "
"
          问
          公司有经济纠纷股东有什么责任        ","公司有经济纠纷，如果该公司属于有限责任公司，那么股东以其认缴的出资额为限对公司承担责任。如果属于股份有限公司，则股东以其认购的股份为限承担责任。

根据《中华人民共和国公司法》第三条的规定，公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。","
                  法律依据：
                  《中华人民共和国公司法》第三条

公司是企业法人，有独立的法人财产，享有法人财产权。公司以其全部财产对公司的债务承担责任。

有限责任公司的股东以其认缴的出资额为限对公司承担责任；股份有限公司的股东以其认购的股份为限对公司承担责任。                "
"
          问
          公司倒闭债权怎么办        ","公司倒闭，公司享有的债权，公司的债务人应当进行清偿。

根据《企业破产法》第十三条的规定，人民法院裁定受理破产申请的，应当同时指定管理人。

第十六条规定，人民法院受理破产申请后，债务人对个别债权人的债务清偿无效。

第十七条规定，人民法院受理破产申请后，债务人的债务人或者财产持有人应当向管理人清偿债务或者交付财产。

债务人的债务人或者财产持有人故意违反前款规定向债务人清偿债务或者交付财产，使债权人受到损失的，不免除其清偿债务或者交付财产的义务。","
                  法律依据：
                  《企业破产法》第十三条

人民法院裁定受理破产申请的，应当同时指定管理人。

《企业破产法》第十六条

人民法院受理破产申请后，债务人对个别债权人的债务清偿无效。

《企业破产法》第十七条

人民法院受理破产申请后，债务人的债务人或者财产持有人应当向管理人清偿债务或者交付财产。

债务人的债务人或者财产持有人故意违反前款规定向债务人清偿债务或者交付财产，使债权人受到损失的，不免除其清偿债务或者交付财产的义务。                "
"
          问
          外企公司突然倒闭跑了员工赔偿怎么办        ","外企公司突然倒闭跑了，员工应当要求公司支付经济补偿金。经济补偿金应当按照《劳动合同法》第四十七条第一款的规定进行。如果公司不支付经济补偿金，则可以申请劳动仲裁。

《劳动合同法》第四十七条第一款规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按照一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。

《企业破产法》第二条第一款规定，企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。","
                  法律依据：
                  《劳动合同法》第四十七条第一款

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。

《企业破产法》第二条第一款

企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。                "
"
          问
          一人独资有限责任公司注销后能起诉吗        ","在一般情形下，一人独资有限责任公司注销后不能再起诉。因为公司注销登记后，法人资格就终止了。

根据《民事诉讼法》第一百一十九条的规定，起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。

第一百二十条规定，起诉应当向人民法院递交起诉状，并按照被告人数提出副本。

书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。","
                  法律依据：
                  《民事诉讼法》第一百一十九条

起诉必须符合下列条件：

（一）原告是与本案有直接利害关系的公民、法人和其他组织；

（二）有明确的被告；

（三）有具体的诉讼请求和事实、理由；

（四）属于人民法院受理民事诉讼的范围和受诉人民法院管辖。

《民事诉讼法》第一百二十条

起诉应当向人民法院递交起诉状，并按照被告人数提出副本。

书写起诉状确有困难的，可以口头起诉，由人民法院记入笔录，并告知对方当事人。                "
"
          问
          公司民事诉讼中可以申请破产吗        ","公司正处于民事诉讼中，只要符合申请破产的条件，便可以申请破产。

根据《企业破产法》第二条的规定，企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。

企业法人有前款规定情形，或者有明显丧失清偿能力可能的，可以依照本法规定进行重整。

第二十条规定，人民法院受理破产申请后，已经开始而尚未终结的有关债务人的民事诉讼或者仲裁应当中止；在管理人接管债务人的财产后，该诉讼或者仲裁继续进行。","
                  法律依据：
                  《企业破产法》第二条

企业法人不能清偿到期债务，并且资产不足以清偿全部债务或者明显缺乏清偿能力的，依照本法规定清理债务。

企业法人有前款规定情形，或者有明显丧失清偿能力可能的，可以依照本法规定进行重整。

《企业破产法》第二十条

人民法院受理破产申请后，已经开始而尚未终结的有关债务人的民事诉讼或者仲裁应当中止；在管理人接管债务人的财产后，该诉讼或者仲裁继续进行。                "
"
          问
          破产程序其他债权人的权利是什么        ","破产程序其他债权人的权利如下：

1、申请破产的权利；

2、破产知情权；

3、撤销权；

4、申报债权的权利；

5、参加债权人会议，质询、表决、监督的权利。

根据《企业破产法》第七条第二款的规定，债务人不能清偿到期债务，债权人可以向人民法院提出对债务人进行重整或者破产清算的申请。

第十四条第一款规定，人民法院应当自裁定受理破产申请之日起25日内通知已知债权人，并予以公告。

第四十四条规定，人民法院受理破产申请时对债务人享有债权的债权人，依照本法规定的程序行使权利。","
                  法律依据：
                  《企业破产法》第七条第二款

债务人不能清偿到期债务，债权人可以向人民法院提出对债务人进行重整或者破产清算的申请。

《企业破产法》第十四条第一款

人民法院应当自裁定受理破产申请之日起二十五日内通知已知债权人，并予以公告。

《企业破产法》第四十四条

人民法院受理破产申请时对债务人享有债权的债权人，依照本法规定的程序行使权利。                "
"
          问
          如何成立公司        ","成立公司的要求是：

1、有股东，股东具有相应的民事行为能力；

2、有公司章程、公司名称、组织机构、住所；

3、有认缴或认购的出资额；

4、向公司登记机关申请设立登记。

《中华人民共和国公司法》第二十三条规定，设立有限责任公司，应当具备下列条件：

（一）股东符合法定人数；

（二）有符合公司章程规定的全体股东认缴的出资额；

（三）股东共同制定公司章程；

（四）有公司名称，建立符合有限责任公司要求的组织机构；

（五）有公司住所。","
                  法律依据：
                  《中华人民共和国公司法》第二十三条

设立有限责任公司，应当具备下列条件：


（一）股东符合法定人数；


（二）有符合公司章程规定的全体股东认缴的出资额；


（三）股东共同制定公司章程；


（四）有公司名称，建立符合有限责任公司要求的组织机构；


（五）有公司住所。                "
"
          问
          公司法中表决权的行使方式有哪些        ","公司法中表决权的行使方式有：

1、如果公司章程有规定的，可以按照公司章程的规定来行使表决权；

2、无规定的，可按照出资比例行使表决权或者一人一票的方式行使。

《中华人民共和国公司法》第四十二条规定，股东会会议由股东按照出资比例行使表决权；但是，公司章程另有规定的除外。

第四十三条规定，股东会的议事方式和表决程序，除本法有规定的外，由公司章程规定。

股东会会议作出修改公司章程、增加或者减少注册资本的决议，以及公司合并、分立、解散或者变更公司形式的决议，必须经代表三分之二以上表决权的股东通过。","
                  法律依据：
                  《中华人民共和国公司法》第四十二条

股东会会议由股东按照出资比例行使表决权；但是，公司章程另有规定的除外。

第四十三条

股东会的议事方式和表决程序，除本法有规定的外，由公司章程规定。

股东会会议作出修改公司章程、增加或者减少注册资本的决议，以及公司合并、分立、解散或者变更公司形式的决议，必须经代表三分之二以上表决权的股东通过。                "
"
          问
          公司倒闭如何赔偿产假员工        ","公司倒闭对产假员工的赔偿是，按该员工在公司的工作年限来计算，每满一年，公司需给予员工一个月的工资的补偿；如果六个月以上不到一年的，按一年计算；如果不满六个月的，公司需支付给员工半个月工资的补偿费用。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  《中华人民共和国劳动合同法》第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          公司转让股权职工怎么办理流程        ","公司转让股权的办理流程是：

1、由股东会或股东大会决议同意转让；

2、订立书面的转让协议；

3、由公司法定代表人或者其他负责人申请变更登记；

4、变更公司章程和股东名册。

《中华人民共和国公司法》第七十一条规定，有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意转让的股东应当购买该转让的股权；不购买的，视为同意转让。","
                  法律依据：
                  《中华人民共和国公司法》第七十一条

有限责任公司的股东之间可以相互转让其全部或者部分股权。

股东向股东以外的人转让股权，应当经其他股东过半数同意。股东应就其股权转让事项书面通知其他股东征求同意，其他股东自接到书面通知之日起满三十日未答复的，视为同意转让。其他股东半数以上不同意转让的，不同意的股东应当购买该转让的股权；不购买的，视为同意转让。                "
"
          问
          公司清算必备法律程序有什么        ","公司清算必备的法律程序有：

1、依法成立清算组，清算财产；

2、制定清算方案，清偿各项税费；

3、制定清算报告，申请注销公司；

4、公司主体资格消灭，予以公告。

《中华人民共和国公司法》第一百八十六条规定，清算组在清理公司财产、编制资产负债表和财产清单后，应当制定清算方案，并报股东会、股东大会或者人民法院确认。

第一百八十八条规定，公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。","
                  法律依据：
                  《中华人民共和国公司法》第一百八十六条

清算组在清理公司财产、编制资产负债表和财产清单后，应当制定清算方案，并报股东会、股东大会或者人民法院确认。

第一百八十八条

公司清算结束后，清算组应当制作清算报告，报股东会、股东大会或者人民法院确认，并报送公司登记机关，申请注销公司登记，公告公司终止。                "
"
          问
          有限合伙企业设立的条件        ","有限合伙企业设立的条件是：

1、合伙人中有普通合伙人和有限合伙人；

2、设立书面的合伙协议；

3、合伙人认缴或实缴出资；

4、有名称、场所以及法定的其他条件。

《中华人民共和国合伙企业法》第十四条规定，设立合伙企业，应当具备下列条件：

（一）有二个以上合伙人。合伙人为自然人的，应当具备完全民事行为能力；

（二）有书面合伙协议；

（三）有合伙人认缴或者实际缴付的出资；

（四）有合伙企业的名称和生产经营场所；

（五）法律、行政法规规定的其他条件。","
                  法律依据：
                  《中华人民共和国合伙企业法》第十四条

设立合伙企业，应当具备下列条件：


（一）有二个以上合伙人。合伙人为自然人的，应当具有完全民事行为能力；


（二）有书面合伙协议；


（三）有合伙人认缴或者实际缴付的出资；


（四）有合伙企业的名称和生产经营场所；


（五）法律、行政法规规定的其他条件。                "
"
          问
          三期员工公司倒闭怎么获得赔偿        ","三期员工公司倒闭获得赔偿的方式是，可与公司协商要求经济补偿，协商不成的，可向劳动行政部门举报或者申请仲裁、提起诉讼。经济补偿为员工工作每满一年，公司需给予员工一个月的工资的补偿；六个月以上不到一年的，按一年计算；不满六个月的，补偿费用是半个月的工资。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  《中华人民共和国劳动合同法》第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；
不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          公司倒闭遣散员工如何赔偿        ","公司倒闭遣散员工的赔偿为：

1、按员工的工作年限计算，每满一年，补偿一个月的工资；

2、工作六个月以上不到一年的，按一年计算；

3、不满六个月的，公司需补偿员工半个月的工资。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  中华人民共和国劳动合同法第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；
不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          公司注销要满足什么条件        ","公司注销要满足的条件是：

1、公司营业期限届满或章程规定的其他解散事由出现；

2、因公司合并或者分立而注销；

3、股东会议决议解散公司；

4、被吊销、责令关闭或撤销；

5、被股东起诉请求解散公司后注销。

《中华人民共和国公司法》第一百八十条规定，公司因下列原因解散：

（一）公司章程规定的营业期限届满或者公司章程规定的其他解散事由出现；

（二）股东会或者股东大会决议解散；

（三）因公司合并或者分立需要解散；

（四）依法被吊销营业执照、责令关闭或者被撤销；

（五）人民法院依照本法第一百八十二条的规定予以解散。","
                  法律依据：
                  《中华人民共和国公司法》第一百八十条

公司因下列原因解散：

（一）公司章程规定的营业期限届满或者公司章程规定的其他解散事由出现；

（二）股东会或者股东大会决议解散；

（三）因公司合并或者分立需要解散；

（四）依法被吊销营业执照、责令关闭或者被撤销；

（五）人民法院依照本法第一百八十二条的规定予以解散。                "
"
          问
          公司倒闭破产员工怎么赔偿        ","公司倒闭破产对员工的赔偿是：

1、需要按员工的工作年限和月工资来计算赔偿；

2、每满一年，公司需补偿员工一个月的工资；

3、工作六个月以上不到一年的，按一年计算；

4、不满六个月的，公司需支付给员工半个月的工资的补偿。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  《中华人民共和国劳动合同法》第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；
不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          破产清算期限        ","对于破产清算的期限，法律没有明确的规定。但一般人民法院裁定是否受理破产清算的时间是自收到破产申请之日起十五日内，有特殊情形的，还可以延长十五日。

《中华人民共和国企业破产法》第十条规定，债权人提出破产申请的，人民法院应当自收到申请之日起五日内通知债务人。债务人对申请有异议的，应当自收到人民法院的通知之日起七日内向人民法院提出。人民法院应当自异议期满之日起十日内裁定是否受理。

除前款规定的情形外，人民法院应当自收到破产申请之日起十五日内裁定是否受理。

有特殊情形需要延长前两款规定的裁定受理期限的，经上级人民法院批准，可以延长十五日。","
                  法律依据：
                  《中华人民共和国企业破产法》第十条

债权人提出破产申请的，人民法院应当自收到申请之日起五日内通知债务人。债务人对申请有异议的，应当自收到人民法院的通知之日起七日内向人民法院提出。人民法院应当自异议期满之日起十日内裁定是否受理。

除前款规定的情形外，人民法院应当自收到破产申请之日起十五日内裁定是否受理。

有特殊情况需要延长前两款规定的裁定受理期限的，经上一级人民法院批准，可以延长十五日。                "
"
          问
          私人公司解散有工资补偿吗        ","私人公司解散有工资补偿。员工在私人公司每待满一年，可获得一个月的工资补偿，依次累加，如果工作六个月以上不满一年的，按一年计算；不满六个月的，可获得半个月工资的经济补偿。

《中华人民共和国劳动合同法》第四十七条规定，经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。","
                  法律依据：
                  《中华人民共和国劳动合同法》第四十七条

经济补偿按劳动者在本单位工作的年限，每满一年支付一个月工资的标准向劳动者支付。六个月以上不满一年的，按一年计算；不满六个月的，向劳动者支付半个月工资的经济补偿。                "
"
          问
          上市公司条件需要哪些        ","上市公司需要的条件是：

1、上市公司的股票交易要依法和依照证券交易所交易规则进行上市交易；

2、上市公司的财务状况、经营情况及重大诉讼需要公开；

3、财务会计报告需要在每会计年度内半年公布一次。

《中华人民共和国公司法》第一百四十四条规定，上市公司的股票，依照有关法律、行政法规及证券交易所交易规则上市交易。

第一百四十五条规定，上市公司必须依照法律、行政法规的规定，公开其财产状况、经营情况及重大诉讼，在每会计年度内半年公布一次财务会计报告。","
                  法律依据：
                  《中华人民共和国公司法》第一百四十四条

上市公司的股票，依照有关法律、行政法规及证券交易所交易规则上市交易。

第一百四十五条

上市公司必须依照法律、行政法规的规定，公开其财务状况、经营情况及重大诉讼，在每会计年度内半年公布一次财务会计报告。                "
"
          问
          有限公司营业执照有效期多少年        ","有限公司营业执照的有效期是：

1、如果营业执照上有规定经营时间和年限的，按营业执照上的规定；

2、没有记载的，则在公司注销前，营业执照一般都是有效的。

《中华人民共和国公司法》第六条规定，设立公司，应当依法向公司登记机关申请设立登记。

第七条规定，依法设立的公司，由公司登记机关发给公司营业执照。公司营业执照签发日期为公司成立日期。

公司营业执照应当载明公司的名称、住所、注册资本、经营范围、法定代表人姓名等事项。

公司营业执照记载的事项发生变更的，公司应当依法办理变更登记，由公司登记机关换发营业执照。","
                  法律依据：
                  《中华人民共和国公司法》第六条

设立公司，应当依法向公司登记机关申请设立登记。

第七条

依法设立的公司，由公司登记机关发给公司营业执照。公司营业执照签发日期为公司成立日期。

公司营业执照应当载明公司的名称、住所、注册资本、经营范围、法定代表人姓名等事项。

公司营业执照记载的事项发生变更的，公司应当依法办理变更登记，由公司登记机关换发营业执照。                "
