字段1,字段2,字段3
"
          问
          实用新型专利的保护期限是多久        ","实用新型专利的保护期限是十年。

《专利法》第四十二条第一款、第二款规定，发明专利权的期限为二十年，实用新型专利权的期限为十年，外观设计专利权的期限为十年，均自申请之日起计算。

自发明专利申请日起满四年，且自实质审查请求之日起满三年后授予发明专利的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利权期限补偿，但由申请人引起的不合理延迟除外。","
                  法律依据：
                  《专利法》第四十二条第一款、第二款

发明专利权的期限为二十年，实用新型专利权的期限为十年，外观设计专利权的期限为十五年，均自申请日起计算。

自发明专利申请日起满四年，且自实质审查请求之日起满三年后授予发明专利权的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利权期限补偿，但由申请人引起的不合理延迟除外。                "
"
          问
          商标权取得形式有哪些        ","商标权取得的形式有三种：

一是原始取得，即自行向国家知识产权局提出注册申请，经国家知识产权局注册核准后取得商标专用权；

二是受让取得：通过签订商标转让协议，受让商标权；

三是继受取得：自然人继承的方式取得商标权、企业因合并分立而被注销，由承继的公司取得商标权。","
                  法律依据：
                  《商标法》第三十三条

对初步审定公告的商标，自公告之日起三个月内，在先权利人、利害关系人认为违反本法第十三条第二款和第三款、第十五条、第十六条第一款、第三十条、第三十一条、第三十二条规定的，或者任何人认为违反本法第四条、第十条、第十一条、第十二条、第十九条第四款规定的，可以向商标局提出异议。公告期满无异议的，予以核准注册，发给商标注册证，并予公告。                "
"
          问
          商标异议申请程序        ","商标异议申请程序如下：

1、在初审公告之日起三个月内向国家知识产权局提出异议，应当提交的材料包括（1）《商标异议申请书》、（2）异议人的身份证明、（3）利害关系证明：以违反商标法第十三条第二款和第三款、第十五条、第十六条第一款、第三十条、第三十一条、第三十二条规定为由提出异议的，异议人作为在先权利人或者利害关系人的证明。

2、商标异议材料应当提交一式两份，标明正、副本。

3、缴纳商标异议规费；

4、国家知识产权局受理和通知被异议人答辩；

5、案件审查后作出是否核准注册的决定并书面通知异议人和被异议人。","
                  法律依据：
                  《商标法实施条例》第二十四条第一款

对商标局初步审定予以公告的商标提出异议的，异议人应当向商标局提交下列商标异议材料一式两份并标明正、副本：

（一）商标异议申请书；

（二）异议人的身份证明；

（三）以违反商标法第十三条第二款和第三款、第十五条、第十六条第一款、第三十条、第三十一条、第三十二条规定为由提出异议的，异议人作为在先权利人或者利害关系人的证明。                "
"
          问
          恶意抢注商标算是违法吗        ","恶意抢注商标行为是违法行为。

我国《商标法》第三十二条明文规定，申请注册商标不得以不正当手段抢先注册他人已经使用并有一定影响的商标。

对于恶意抢注商标的行为，权利人可以在商标公告期内提出商标异议，商标主管机关查证属实，该商标不予核准注册；如果权利人错过了商标公告期，未提出异议的，可以在商标核准注册之后五年内对该商标提出无效宣告，商标主管机关查证属实，宣告该商标无效。","
                  法律依据：
                  《商标法》第三十一条

两个或者两个以上的商标注册申请人，在同一种商品或者类似商品上，以相同或者近似的商标申请注册的，初步审定并公告申请在先的商标；同一天申请的，初步审定并公告使用在先的商标，驳回其他人的申请，不予公告。

第三十二条

申请商标注册不得损害他人现有的在先权利，也不得以不正当手段抢先注册他人已经使用并有一定影响的商标。                "
"
          问
          商标被异议还能使用吗        ","商标被异议并不必然导致不能使用，需要区分根据异议理由来确定不同的应对方案。

商标在初审公告期内被他人提出异议，将减少获准注册的可能或者推迟商标获准注册的时间，对被异议商标的使用应认清该商标“未注册”的法律状态，不得违反法律禁止性规定、不得与他人在先注册商标相冲突。此类判断专业性较强，建议委托专业人士根据具体案情给出意见。","
                  法律依据：
                  商标法第三十五条

对初步审定公告的商标提出异议的，商标局应当听取异议人和被异议人陈述事实和理由，经调查核实后，自公告期满之日起十二个月内做出是否准予注册的决定，并书面通知异议人和被异议人。有特殊情况需要延长的，经国务院工商行政管理部门批准，可以延长六个月。

中华人民共和国商标法实施条例第二十八条

被异议商标在商标局作出准予注册决定或者不予注册决定前已经刊发注册公告的，撤销该注册公告。经审查异议不成立而准予注册的，在准予注册决定生效后重新公告。                "
"
          问
          商业秘密侵权责任有哪些        ","商业秘密侵权责任如下：

1、停止侵权行为；

2、赔偿损失，按照其因被侵权所受到的实际损失确定；实际损失难以确定的，按照侵权人因侵权所获得的利益确定。

根据《反不正当竞争法》第十七条第三款、第四款的规定，因不正当竞争行为受到损害的经营者的赔偿数额，按照其因被侵权所受到的实际损失确定；实际损失难以确定的，按照侵权人因侵权所获得的利益确定。经营者恶意实施侵犯商业秘密行为，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下确定赔偿数额。赔偿数额还应当包括经营者为制止侵权行为所支付的合理开支。

经营者违反本法第六条、第九条规定，权利人因被侵权所受到的实际损失、侵权人因侵权所获得的利益难以确定的，由人民法院根据侵权行为的情节判决给予权利人五百万元以下的赔偿。","
                  法律依据：
                  《反不正当竞争法》第十七条第三款、第四款

因不正当竞争行为受到损害的经营者的赔偿数额，按照其因被侵权所受到的实际损失确定；实际损失难以计算的，按照侵权人因侵权所获得的利益确定。经营者恶意实施侵犯商业秘密行为，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下确定赔偿数额。赔偿数额还应当包括经营者为制止侵权行为所支付的合理开支。

经营者违反本法第六条、第九条规定，权利人因被侵权所受到的实际损失、侵权人因侵权所获得的利益难以确定的，由人民法院根据侵权行为的情节判决给予权利人五百万元以下的赔偿。                "
"
          问
          商标驳回复审期限是多久呢        ","驳回复审的申请期限是自收到驳回通知书之日起15日内提出；商标驳回复审的审理期限是九个月，特殊情况可以延长三个月。

《商标法》第三十四条规定，对驳回申请、不予公告的商标，商标局应当书面通知商标注册申请人。商标注册申请人不服的，可以自收到通知之日起十五日内向商标评审委员会申请复审。商标评审委员会应当自收到申请之日起九个月内做出决定，并书面通知申请人。有特殊情况需要延长的，经国务院工商行政管理部门批准，可以延长三个月。当事人对商标评审委员会的决定不服的，可以自收到通知之日起三十日内向人民法院起诉。","
                  法律依据：
                  《商标法》第三十四条

对驳回申请、不予公告的商标，商标局应当书面通知商标注册申请人。商标注册申请人不服的，可以自收到通知之日起十五日内向商标评审委员会申请复审。商标评审委员会应当自收到申请之日起九个月内做出决定，并书面通知申请人。有特殊情况需要延长的，经国务院工商行政管理部门批准，可以延长三个月。当事人对商标评审委员会的决定不服的，可以自收到通知之日起三十日内向人民法院起诉。                "
"
          问
          假冒专利的表现形式都有哪些        ","常见的假冒专利的表现形式有：

1、未经许可，在其制造或者销售的产品、产品的包装上标注他人专利号；

2、未经许可，在广告或者其他宣传材料中使用他人的专利号，使人将所涉及的技术误认为是他人专利技术；

3、未经许可，在合同中使用他人的专利号，使他人将合同涉及的技术误认为是他人专利技术；

4、伪造或者变造他人的专利证书、专利文件或者专利申请文件。

《专利法》第六十八条规定，假冒专利的，除依法承担民事责任外，由负责专利执法的部门责令改正并予以公告，没收违法所得，可以处违法所得五倍以下的罚款；没收违法所得或者违法所得在五万元以下的，可以处二十五万元以下的罚款；构成犯罪的，依法追究刑事责任。","
                  法律依据：
                  《专利法》第六十八条

假冒专利的，除依法承担民事责任外，由负责专利执法的部门责令改正并予公告，没收违法所得，可以处违法所得五倍以下的罚款；没有违法所得或者违法所得在五万元以下的，可以处二十五万元以下的罚款；构成犯罪的，依法追究刑事责任。                "
"
          问
          商标注册需要符合哪些条件        ","商标注册需要符合的条件如下：

1、不具有法律规定不得作为商标的情形；

2、具有便于识别的显著特征；

3、不与他人在类似商品或服务上在先商标冲突；

4、其他条件。

根据《商标法》第九条第一款的规定，申请注册的商标，应当有显著特征，便于识别，并不得与他人在先取得的合法权利冲突。

第十一条第一款规定，下列标志不得作为商标注册：

（一）仅有本商品的通用名称、图形、型号的；

（二）仅直接表示商品的质量、主要原料、功能、用途、重量、数量及其他特征的；

（三）其他缺乏显著特征的。","
                  法律依据：
                  商标法第九条

申请注册的商标，应当有显著特征，便于识别，并不得与他人在先取得的合法权利相冲突。

商标法第十一条

下列标志不得作为商标注册：


（一）仅有本商品的通用名称、图形、型号的；


（二）仅直接表示商品的质量、主要原料、功能、用途、重量、数量及其他特点的；


（三）其他缺乏显著特征的。                "
"
          问
          侵犯计算机软件著作权的行为有哪些        ","根据《计算机软件保护条例》第二十三条的规定，侵犯计算机软件著作权的行为如下：

1、未经软件著作权人许可，发表或者登记其软件；

2、将他人软件作为自己的软件发表或者登记；

3、未经合作者许可，将与他人合作开发的软件作为自己单独完成的软件发表或者登记；

4、在他人软件上署名或者更改他人软件上的署名；

5、未经软件著作权人许可，修改、翻译其软件；

6、其他侵犯软件著作权的行为。","
                  法律依据：
                  《计算机软件保护条例》第二十三条

除《中华人民共和国著作权法》或者本条例另有规定外，有下列侵权行为的，应当根据情况，承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任：

（一）未经软件著作权人许可，发表或者登记其软件的；

（二）将他人软件作为自己的软件发表或者登记的；

（三）未经合作者许可，将与他人合作开发的软件作为自己单独完成的软件发表或者登记的；

（四）在他人软件上署名或者更改他人软件上的署名的；

（五）未经软件著作权人许可，修改、翻译其软件的；

（六）其他侵犯软件著作权的行为。                "
"
          问
          申请专利费用可以减免吗        ","申请专利费用可以减免。

根据《专利收费减缴办法》第二条的规定，专利申请人或者专利权人可以请求减缴下列专利收费：

（一）申请费；

（二）发明专利申请实质审查费；

（三）年费；

（四）复审费。

第三条第一款规定，专利申请人或者专利权人符合下列条件之一的，可以向国家知识产权局请求减缴上述收费：

（一）上年度月均收入低于5000元的个人；

（二）上年度企业应纳税所得额低于100万元的企业；

（三）事业单位、社会团体、非营利性科研机构。","
                  法律依据：
                  《专利收费减缴办法》第二条

专利申请人或者专利权人可以请求减缴下列专利收费：

（一）申请费（不包括公布印刷费、申请附加费）；

（二）发明专利申请实质审查费；

（三）年费（自授予专利权当年起十年内的年费）；

（四）复审费。                "
"
          问
          软件著作权要怎么申请        ","软件著作权可以按照以下流程申请：

1、到版权保护中心申请软件著作权登记；

2、提交申请书等需要的材料；

3、符合条件的，会作出受理决定并发放受理通知书；

4、审核通过后予以登记，发给登记证书，并公告。

根据《计算机软件保护条例》第六条的规定，本条例对软件著作权的保护不延及开发软件所用的思想、处理过程、操作方法或者数学概念等。

第七条第一款规定，软件著作权人可以向国务院著作权行政管理部门认定的软件登记机构办理登记。软件登记机构发放的登记证明文件是登记事项的初步证明。","
                  法律依据：
                  计算机软件保护条例第六条

本条例对软件著作权的保护不延及开发软件所用的思想、处理过程、操作方法或者数学概念等。

计算机软件保护条例第七条

软件著作权人可以向国务院著作权行政管理部门认定的软件登记机构办理登记。软件登记机构发放的登记证明文件是登记事项的初步证明。                "
"
          问
          侵犯著作权罪量刑标准是什么        ","《刑法》第二百一十七条规定，以营利为目的，侵犯著作权罪量刑标准为：具有制作、出售假冒他人署名的美术作品等情形之一，违法所得数额较大或者有其他严重情节的，处三年以下有期徒刑或者拘役，并处或者单处罚金；违法所得数额巨大或者有其他特别严重情节的，处三年以上七年以下有期徒刑，并处罚金。

《著作权法》第二条第一款至第三款规定，中国公民、法人或者非法人组织的作品，不论是否发表，依照本法享有著作权。

外国人、无国籍人的作品根据其作者所属国或者经常居住地国同中国签订的协议或者共同参加的国际条约享有的著作权，受本法保护。

外国人、无国籍人的作品首先在中国境内出版的，依照本法享有著作权。","
                  法律依据：
                  《刑法》第二百一十七条

以营利为目的，有下列侵犯著作权情形之一，违法所得数额较大或者有其他严重情节的，处三年以下有期徒刑或者拘役，并处或者单处罚金；违法所得数额巨大或者有其他特别严重情节的，处三年以上七年以下有期徒刑，并处罚金：

（一）未经著作权人许可，复制发行其文字作品、音乐、电影、电视、录像作品、计算机软件及其他作品的；

（二）出版他人享有专有出版权的图书的；

（三）未经录音录像制作者许可，复制发行其制作的录音录像的；

（四）制作、出售假冒他人署名的美术作品的。                "
"
          问
          设计侵权怎么处理        ","根据《著作权法》第五十二条的规定，设计侵权的侵权人应当承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任。如果行为涉嫌构成刑事犯罪，还应当依法承担刑事责任。

根据《著作权法》第五十四条第一款的规定，侵犯著作权或者与著作权有关的权利的，侵权人应当按照权利人因此受到的实际损失或者侵权人的违法所得给予赔偿；权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。对故意侵犯著作权或者与著作权有关的权利，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下给予赔偿。","
                  法律依据：
                  《著作权法》第五十二条

有下列侵权行为的，应当根据情况，承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任：

（一）未经著作权人许可，发表其作品的；

（二）未经合作作者许可，将与他人合作创作的作品当作自己单独创作的作品发表的；

（三）没有参加创作，为谋取个人名利，在他人作品上署名的；

（四）歪曲、篡改他人作品的；

（五）剽窃他人作品的；

（六）未经著作权人许可，以展览、摄制视听作品的方法使用作品，或者以改编、翻译、注释等方式使用作品的，本法另有规定的除外。                "
"
          问
          侵犯著作权的赔偿标准        ","根据《著作权法》第五十四条第一款的规定，侵犯著作权的赔偿标准为：按照权利人因此受到的实际损失或者侵害人的违法所得给予赔偿；权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。对故意侵犯著作权或者与著作权有关的权利，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下给予赔偿。

《著作权法》第五十四条第二款、第三款规定，权利人的实际损失、侵权人的违法所得、权利使用费难以计算的，由人民法院根据侵权行为的情节，判决给予五百元以上五百万元以下的赔偿。

赔偿数额还应当包括权利人为制止侵权行为所支付的合理开支。","
                  法律依据：
                  中华人民共和国著作权法第五十四条

侵犯著作权或者与著作权有关的权利的，侵权人应当按照权利人因此受到的实际损失或者侵权人的违法所得给予赔偿；
权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。对故意侵犯著作权或者与著作权有关的权利，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下给予赔偿。

权利人的实际损失、侵权人的违法所得、权利使用费难以计算的，由人民法院根据侵权行为的情节，判决给予五百元以上五百万元以下的赔偿。

赔偿数额还应当包括权利人为制止侵权行为所支付的合理开支。                "
"
          问
          侵犯知识产权的诉讼时效为几年        ","侵犯知识产权的诉讼时效是自著作权人知道或者应当知道权利受到损害以及义务人之日起三年。

《最高人民法院关于审理著作权民事纠纷案件适用法律若干问题的解释》第二十七条规定，侵害著作权的诉讼时效为三年，自著作权人知道或者应当知道权利受到损害以及义务人之日起计算。权利人超过三年起诉的，如果侵权行为在起诉时仍在持续，在该著作权保护期内，人民法院应当判决被告停止侵权行为；侵权损害赔偿数额应当自权利人向人民法院起诉之日起向前推算三年计算。

《专利法》第七十四条第一款规定，侵犯专利权的诉讼时效为三年，自专利权人或者利害关系人知道或者应当知道侵权行为以及侵权人之日起计算。","
                  法律依据：
                  《最高人民法院关于审理著作权民事纠纷案件适用法律若干问题的解释》第二十七条

侵害著作权的诉讼时效为三年，自著作权人知道或者应当知道权利受到损害以及义务人之日起计算。权利人超过三年起诉的，如果侵权行为在起诉时仍在持续，在该著作权保护期内，人民法院应当判决被告停止侵权行为；侵权损害赔偿数额应当自权利人向人民法院起诉之日起向前推算三年计算。

《专利法》第七十四条第一款

侵犯专利权的诉讼时效为三年，自专利权人或者利害关系人知道或者应当知道侵权行为以及侵权人之日起计算。                "
"
          问
          实用新型专利保护期能延长吗        ","实用新型专利保护期不能延长。

根据《专利法》第四十二条第一款、第二款的规定，发明专利权的期限为二十年，实用新型专利的期限为十年，外观设计专利的期限为十年，均自申请日起计算。

自发明专利申请日起满四年，且实质性审查请求之日起满三年后授予发明专利权的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利期限补偿，但由申请人引起的不合理延迟除外。","
                  法律依据：
                  《专利法》第四十二条第一款、第二款

发明专利权的期限为二十年，实用新型专利权的期限为十年，外观设计专利权的期限为十五年，均自申请日起计算。

自发明专利申请日起满四年，且自实质审查请求之日起满三年后授予发明专利权的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利权期限补偿，但由申请人引起的不合理延迟除外。                "
"
          问
          商标争议裁定法定期限是多久        ","商标争议裁定法定期限为自收到申请之日起九个月，有特殊情况可以延长三个月。

根据《商标法》第四十四条第三款的规定，其他单位或者个人请求商标评审委员会宣告注册商标无效的，商标评审委员会收到申请后，应当书面通知有关当事人，并限期提出答辩。商标评审委员会应当自收到申请之日起九个月内做出维持注册商标或者宣告注册商标无效的裁定，并书面通知当事人。有特殊情况需要延长的，经国务院工商行政管理部门批准，可以延长三个月。当事人对商标评审委员会的裁定不服的，可以自收到通知之日起三十日内向人民法院起诉。人民法院应当通知商标裁定程序的对方当事人作为第三人参加诉讼。","
                  法律依据：
                  《商标法》第四十四条第三款

其他单位或者个人请求商标评审委员会宣告注册商标无效的，商标评审委员会收到申请后，应当书面通知有关当事人，并限期提出答辩。商标评审委员会应当自收到申请之日起九个月内做出维持注册商标或者宣告注册商标无效的裁定，并书面通知当事人。有特殊情况需要延长的，经国务院工商行政管理部门批准，可以延长三个月。当事人对商标评审委员会的裁定不服的，可以自收到通知之日起三十日内向人民法院起诉。人民法院应当通知商标裁定程序的对方当事人作为第三人参加诉讼。                "
"
          问
          悬赏广告的成立要件        ","悬赏广告的成立要件如下：

1、具备广告形式；

2、内容包含有表意人所期待或者指定的特定行为或者行为的结果和对完成特定行为或提供特定行为结果的人奖励条款；

3、意思表示真实；

4、内容不违反法律强制性规定。

根据《民法典》第一百四十三条的规定，具备下列条件的民事法律行为有效：

（一）行为人具有相应的民事行为能力；

（二）意思表示真实；

（三）不违反法律、行政法规的强制性规定，不违背公序良俗。

第四百九十九条规定，悬赏人以公开方式声明对完成特定行为的人支付报酬的，完成该行为的人可以请求其支付。","
                  法律依据：
                  《民法典》第一百四十三条

具备下列条件的民事法律行为有效：

（一）行为人具有相应的民事行为能力；

（二）意思表示真实；

（三）不违反法律、行政法规的强制性规定，不违背公序良俗。

第四百九十九条

悬赏人以公开方式声明对完成特定行为的人支付报酬的，完成该行为的人可以请求其支付。                "
"
          问
          商标侵权被起诉的后果        ","商标侵权被起诉，如果被认定为侵权行为，后果如下：

1、停止侵权行为；

2、赔偿经济损失；

3、消除影响。

《商标法》第六十三条第三款、第四款规定，权利人因被侵权所受到的实际损失、侵权人因侵权所获得的利益、注册商标许可使用费难以确定的，由人民法院根据侵权行为的情节判决给予五百万元以下的赔偿。

人民法院审理商标纠纷案件，应权利人请求，对于假冒注册商标的商品，除特殊情况外，责令销毁；对主要用于制造假冒注册商标的商品的材料、工具，责令销毁，且不予补偿；或者在特殊情况下，责令禁止前述材料、工具进入商业渠道，且不予补偿。","
                  法律依据：
                  《商标法》第六十三条第三款、第四款

权利人因被侵权所受到的实际损失、侵权人因侵权所获得的利益、注册商标许可使用费难以确定的，由人民法院根据侵权行为的情节判决给予五百万元以下的赔偿。

人民法院审理商标纠纷案件，应权利人请求，对属于假冒注册商标的商品，除特殊情况外，责令销毁；对主要用于制造假冒注册商标的商品的材料、工具，责令销毁，且不予补偿；或者在特殊情况下，责令禁止前述材料、工具进入商业渠道，且不予补偿。                "
"
          问
          侵犯著作权赔偿标准是什么        ","《著作权法》第五十四条第一款规定了侵犯著作权的赔偿标准，具体按照权利人因此受到的实际损失或者侵权人的违法所得给予赔偿；权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。

根据《著作权法》第五十四条第二款、第三款的规定，权利人的实际损失、侵权人的违法所得、权利使用费难以计算的，由人民法院根据侵权行为的情节，判决给予五百元以上五百万元以下的赔偿。

赔偿数额还应当包括权利人为制止侵权行为所支付的合理开支。","
                  法律依据：
                  《著作权法》第五十四条第一款至第三款

侵犯著作权或者与著作权有关的权利的，侵权人应当按照权利人因此受到的实际损失或者侵权人的违法所得给予赔偿；权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。对故意侵犯著作权或者与著作权有关的权利，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下给予赔偿。

权利人的实际损失、侵权人的违法所得、权利使用费难以计算的，由人民法院根据侵权行为的情节，判决给予五百元以上五百万元以下的赔偿。

赔偿数额还应当包括权利人为制止侵权行为所支付的合理开支。                "
"
          问
          实用新型专利有效期多久        ","实用新型专利有效期是十年。

根据《专利法》第四十二条第一款、第二款的规定，发明专利权的期限为二十年，实用新型专利权的期限为十年，外观设计专利权的期限为十年，均自申请日起计算。

自发明专利申请日起满四年，且自实质审查请求之日起满三年后授予发明专利权的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利权期限补偿，但由申请人引起的不合理延迟除外。","
                  法律依据：
                  中华人民共和国专利法第四十二条

发明专利权的期限为二十年，实用新型专利权的期限为十年，外观设计专利权的期限为十五年，均自申请日起计算。

自发明专利申请日起满四年，且自实质审查请求之日起满三年后授予发明专利权的，国务院专利行政部门应专利权人的请求，就发明专利在授权过程中的不合理延迟给予专利权期限补偿，但由申请人引起的不合理延迟除外。                "
"
          问
          版权侵权认定原则是什么        ","版权侵权认定原则主要包括思想与表达两分法和接触与相似原则。

根据《著作权法》第五十二条的规定，存在未经著作权人许可，发表其作品、未经合作作者许可，将与他人合作创作的作品当作自己单独创作的作品发表、没有参加创作，为谋取个人名利，在他人作品上署名等侵权行为，应当根据情况，承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任。

第五十四条第一款规定，侵犯著作权或者与著作权有关的权利的，侵权人应当按照权利人因此受到的实际损失或者侵权人的违法所得给予赔偿；权利人的实际损失或者侵权人的违法所得难以计算的，可以参照该权利使用费给予赔偿。对故意侵犯著作权或者与著作权有关的权利，情节严重的，可以在按照上述方法确定数额的一倍以上五倍以下给予赔偿。","
                  法律依据：
                  《著作权法》第五十二条

有下列侵权行为的，应当根据情况，承担停止侵害、消除影响、赔礼道歉、赔偿损失等民事责任：

（一）未经著作权人许可，发表其作品的；

（二）未经合作作者许可，将与他人合作创作的作品当作自己单独创作的作品发表的；

（三）没有参加创作，为谋取个人名利，在他人作品上署名的；

（四）歪曲、篡改他人作品的；

（五）剽窃他人作品的；

（六）未经著作权人许可，以展览、摄制视听作品的方法使用作品，或者以改编、翻译、注释等方式使用作品的，本法另有规定的除外。                "
"
          问
          商业秘密有哪些法定侵权行为        ","《反不正当竞争法》第九条规定，商业秘密法定侵权行为如下：

1、以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取他人的商业秘密；

2、披露、使用或者允许他人使用以前项手段获取的权利人的商业秘密；

3、违反保密义务或者违反权利人有关保守商业秘密的要求，披露、使用或者允许他人使用其所掌握的商业秘密；

4、教唆、引诱、帮助他人违反保密义务或者违反权利人有关保守商业秘密的要求，获取、披露、使用或者允许他人使用权利人的商业秘密。","
                  法律依据：
                  《反不正当竞争法》第九条第一款

经营者不得实施下列侵犯商业秘密的行为：

（一）以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取权利人的商业秘密；

（二）披露、使用或者允许他人使用以前项手段获取的权利人的商业秘密；

（三）违反保密义务或者违反权利人有关保守商业秘密的要求，披露、使用或者允许他人使用其所掌握的商业秘密；

（四）教唆、引诱、帮助他人违反保密义务或者违反权利人有关保守商业秘密的要求，获取、披露、使用或者允许他人使用权利人的商业秘密。                "
"
          问
          商标转让是永久转让吗        ","商标转让是永久转让。转让后，原权利人不再享有商标权。

根据《商标法》第四十二条第一款至第三款的规定，转让注册商标的，转让人和受让人应当签订转让协议，并共同向商标局提出申请。受让人应当保证使用该注册商标的商品质量。

转让注册商标的，商标注册人对其在同一种商品上注册的近似的商标，或者在类似商品上注册的相同或者近似的商标，应当一并转让。

对容易导致混淆或者有其他不良影响的转让，商标局不予核准，书面通知申请人并说明理由。","
                  法律依据：
                  《商标法》第四十二条第一款至第三款

转让注册商标的，转让人和受让人应当签订转让协议，并共同向商标局提出申请。受让人应当保证使用该注册商标的商品质量。

转让注册商标的，商标注册人对其在同一种商品上注册的近似的商标，或者在类似商品上注册的相同或者近似的商标，应当一并转让。

对容易导致混淆或者有其他不良影响的转让，商标局不予核准，书面通知申请人并说明理由。                "
"
          问
          假冒专利的表现形式有哪些        ","根据《最高人民法院、最高人民检察院关于办理侵犯知识产权刑事案件具体应用法律若干问题的解释》第十条的规定，假冒专利构成刑事犯罪的表现形式如下：

1、未经许可，在其制造或者销售的产品、产品的包装上标注他人专利号；

2、未经许可，在广告或者其他宣传材料中使用他人的专利号，使人将所涉及的技术误认为是他人专利技术；

3、未经许可，在合同中使用他人的专利号，使人将合同涉及的技术误认为是他人专利技术；

4、伪造或者变造他人的专利证书、专利文件或者专利申请文件。","
                  法律依据：
                  《最高人民法院、最高人民检察院关于办理侵犯知识产权刑事案件具体应用法律若干问题的解释》第十条

实施下列行为之一的，属于刑法第二百一十六条规定的“假冒他人专利”的行为：

（一）未经许可，在其制造或者销售的产品、产品的包装上标注他人专利号的；

（二）未经许可，在广告或者其他宣传材料中使用他人的专利号，使人将所涉及的技术误认为是他人专利技术的；

（三）未经许可，在合同中使用他人的专利号，使人将合同涉及的技术误认为是他人专利技术的；

（四）伪造或者变造他人的专利证书、专利文件或者专利申请文件的。                "
"
          问
          表演者权利主要有哪些        ","根据《著作权法》第三十九条的规定，表演者权利具体如下：

1、表明表演者身份；

2、保护表演形象不受歪曲；

3、许可他人从现场直播和公开传送其现场表演，并获得报酬；

4、许可他人录音录像，并获得报酬；

5、许可他人复制、发行、出租录有其表演的录音录像作品，并获得报酬；

6、许可他人通过信息网络传播向公众传播其表演，并获得报酬。

《著作权法》第三十八条规定，使用他人作品演出，表演者应当取得著作权人许可，并支付报酬。演出组织者组织演出，由该组织者取得著作权人许可，并支付报酬。","
                  法律依据：
                  中华人民共和国著作权法第三十九条

表演者对其表演享有下列权利：


（一）表明表演者身份；


（二）保护表演形象不受歪曲；


（三）许可他人从现场直播和公开传送其现场表演，并获得报酬；


（四）许可他人录音录像，并获得报酬；


（五）许可他人复制、发行、出租录有其表演的录音录像制品，并获得报酬；


（六）许可他人通过信息网络向公众传播其表演，并获得报酬。                "
"
          问
          商业秘密的范围        ","商业秘密的概念规定在《反不正当竞争法》第九条第四款，本法所称的商业秘密，是指不为公众所知悉、具有商业价值并经权利人采取相应保密措施的技术信息、经营信息等商业信息。据此可以归纳商业秘密的保护范围包括：

1、符合《反不正当竞争法》规定的技术信息；

2、符合《反不正当竞争法》规定的经营信息。","
                  法律依据：
                  《反不正当竞争法》第九条第四款

本法所称的商业秘密，是指不为公众所知悉、具有商业价值并经权利人采取相应保密措施的技术信息、经营信息等商业信息。                "
"
          问
          商标注册多久可以转让        ","我国法律对商标转让的时间未做限制，申请中或已注册的商标均可以办理转让。

根据《商标法》第四十二条的规定，转让注册商标的，转让人和受让人应当签订转让协议，并共同向商标局提出申请。受让人应当保证使用该注册商标的商品质量。

转让注册商标的，商标注册人对其在同一种商品上注册的近似的商标，或者在类似商品上注册的相同或者近似的商标，应当一并转让。

对容易导致混淆或者有其他不良影响的转让，商标局不予核准，书面通知申请人并说明理由。

转让注册商标经核准后，予以公告。受让人自公告之日起享有商标专用权。","
                  法律依据：
                  《商标法》第四十二条

转让注册商标的，转让人和受让人应当签订转让协议，并共同向商标局提出申请。受让人应当保证使用该注册商标的商品质量。

转让注册商标的，商标注册人对其在同一种商品上注册的近似的商标，或者在类似商品上注册的相同或者近似的商标，应当一并转让。

对容易导致混淆或者有其他不良影响的转让，商标局不予核准，书面通知申请人并说明理由。

转让注册商标经核准后，予以公告。受让人自公告之日起享有商标专用权。                "
